"dim_browser" "dim_deviceCategory" "sessions" "transactions" "QTY" "dim_year" "dim_month"
"3475" "Android Browser" "tablet" 1 0 0 2012 12
"3476" "Firefox" "tablet" 1 0 0 2012 12
"3477" "Amazon Silk" "mobile" 0 0 0 2012 12
"3478" "UC Browser" "mobile" 0 0 0 2012 12
"3479" "Safari" "tablet" 7915 160 403 2012 12
"3480" "Firefox" "desktop" 4645 209 304 2012 12
"3481" "Chrome" "desktop" 4070 210 453 2012 12
"3482" "Safari (in-app)" "mobile" 1353 12 17 2012 12
"3483" "Chrome" "mobile" 569 4 4 2012 12
"3484" "Firefox" "mobile" 40 0 0 2012 12
"3485" "Samsung Internet" "tablet" 16 0 0 2012 12
"3486" "error" "desktop" 8 0 0 2012 12
"3487" "Opera" "mobile" 4 0 0 2012 12
"3488" "Edge" "mobile" 3 0 0 2012 12
"3489" "Maxthon" "desktop" 3 0 0 2012 12
"3490" "YaBrowser" "desktop" 3 0 0 2012 12
"3491" "Mozilla" "desktop" 2 0 0 2012 12
"3492" "SonyEricssonK700c" "mobile" 1 0 0 2012 12
"3493" "Opera Mini" "mobile" 0 0 0 2012 12
"3494" "SeaMonkey" "desktop" 0 0 0 2012 12
"3495" "Safari" "mobile" 6946 108 132 2012 12
"3496" "Safari" "desktop" 6025 234 406 2012 12
"3497" "Safari" "tablet" 2928 38 69 2012 12
"3498" "Chrome" "mobile" 887 9 13 2012 12
"3499" "Safari (in-app)" "tablet" 687 8 11 2012 12
"3500" "Edge" "desktop" 490 25 47 2012 12
"3501" "Chrome" "tablet" 424 11 25 2012 12
"3502" "Amazon Silk" "tablet" 355 7 19 2012 12
"3503" "Internet Explorer" "tablet" 169 4 0 2012 12
"3504" "Android Browser" "mobile" 127 0 0 2012 12
"3505" "Internet Explorer" "mobile" 100 2 7 2012 12
"3506" "Opera" "desktop" 11 0 0 2012 12
"3507" "Edge" "mobile" 10 0 0 2012 12
"3508" "Android Webview" "tablet" 8 0 0 2012 12
"3509" "Amazon Silk" "mobile" 7 0 0 2012 12
"3510" "Android Browser" "tablet" 6 0 0 2012 12
"3511" "error" "desktop" 5 0 0 2012 12
"3512" "SeaMonkey" "desktop" 4 0 0 2012 12
"3513" "(not set)" "mobile" 2 0 0 2012 12
"3514" "Firefox" "mobile" 2 0 0 2012 12
"3515" "Mozilla" "desktop" 2 0 0 2012 12
"3516" "Opera" "tablet" 2 0 0 2012 12
"3517" "Maxthon" "desktop" 1 0 0 2012 12
"3518" "osee2unifiedRelease" "mobile" 0 0 0 2012 12
"3519" "Safari" "tablet" 43559 374 603 2012 12
"3520" "Chrome" "desktop" 4809 124 193 2012 12
"3521" "Safari" "desktop" 3606 234 490 2012 12
"3522" "Internet Explorer" "desktop" 3148 76 6 2012 12
"3523" "Firefox" "desktop" 1646 36 76 2012 12
"3524" "Chrome" "mobile" 929 21 37 2012 12
"3525" "Safari (in-app)" "tablet" 763 10 13 2012 12
"3526" "Android Webview" "mobile" 681 4 1 2012 12
"3527" "Safari (in-app)" "mobile" 212 0 0 2012 12
"3528" "Amazon Silk" "tablet" 48 3 0 2012 12
"3529" "BlackBerry" "mobile" 21 0 0 2012 12
"3530" "Firefox" "mobile" 17 0 0 2012 12
"3531" "Android Webview" "tablet" 9 0 0 2012 12
"3532" "SeaMonkey" "desktop" 9 0 5 2012 12
"3533" "error" "desktop" 4 0 0 2012 12
"3534" "YaBrowser" "mobile" 3 0 0 2012 12
"3535" "Mozilla" "desktop" 2 0 0 2012 12
"3536" "(not set)" "mobile" 1 0 0 2012 12
"3537" "Amazon Silk" "desktop" 1 0 0 2012 12
"3538" "Mozilla Compatible Agent" "desktop" 1 0 0 2012 12
"3539" "Opera" "mobile" 1 0 0 2012 12
"3540" "Opera" "tablet" 1 0 0 2012 12
"3541" "Android Browser" "tablet" 0 0 0 2012 12
"3542" "Chrome" "desktop" 26462 1118 1967 2012 12
"3543" "Safari" "tablet" 3720 76 176 2012 12
"3544" "Edge" "desktop" 1576 16 25 2012 12
"3545" "Safari (in-app)" "tablet" 1475 4 11 2012 12
"3546" "Chrome" "mobile" 1302 27 26 2012 12
"3547" "Safari (in-app)" "mobile" 847 0 0 2012 12
"3548" "Android Webview" "mobile" 316 2 1 2012 12
"3549" "Amazon Silk" "tablet" 141 1 4 2012 12
"3550" "Android Webview" "tablet" 54 0 0 2012 12
"3551" "Internet Explorer" "tablet" 7 0 0 2012 12
"3552" "Edge" "mobile" 6 0 0 2012 12
"3553" "error" "desktop" 5 0 0 2012 12
"3554" "Android Browser" "mobile" 4 0 0 2012 12
"3555" "Internet Explorer" "mobile" 3 0 0 2012 12
"3556" "Firefox" "tablet" 2 0 0 2012 12
"3557" "osee2unifiedRelease" "mobile" 2 0 0 2012 12
"3558" "Opera Mini" "mobile" 1 0 0 2012 12
"3559" "Edge" "tablet" 0 0 0 2012 12
"3560" "SeaMonkey" "desktop" 0 2 5 2012 12
"3561" "Firefox" "desktop" 3820 153 245 2013 1
"3562" "Safari" "mobile" 2513 17 58 2013 1
"3563" "Safari (in-app)" "tablet" 1706 17 24 2013 1
"3564" "Chrome" "mobile" 965 2 4 2013 1
"3565" "Internet Explorer" "desktop" 944 29 59 2013 1
"3566" "Samsung Internet" "mobile" 562 3 5 2013 1
"3567" "Amazon Silk" "tablet" 90 3 5 2013 1
"3568" "Internet Explorer" "tablet" 85 2 0 2013 1
"3569" "Firefox" "mobile" 15 0 0 2013 1
"3570" "Samsung Internet" "tablet" 10 0 0 2013 1
"3571" "BlackBerry" "mobile" 6 0 0 2013 1
"3572" "error" "desktop" 6 0 0 2013 1
"3573" "Internet Explorer" "mobile" 5 0 0 2013 1
"3574" "osee2unifiedRelease" "mobile" 3 0 0 2013 1
"3575" "SeaMonkey" "desktop" 3 0 0 2013 1
"3576" "Amazon Silk" "mobile" 1 0 0 2013 1
"3577" "YaBrowser" "tablet" 1 0 0 2013 1
"3578" "Edge" "mobile" 0 0 0 2013 1
"3579" "Safari" "mobile" 19411 196 341 2013 1
"3580" "Chrome" "desktop" 9347 402 659 2013 1
"3581" "Safari" "desktop" 7457 191 374 2013 1
"3582" "Chrome" "mobile" 2568 27 24 2013 1
"3583" "Internet Explorer" "desktop" 1342 34 78 2013 1
"3584" "Safari (in-app)" "tablet" 551 7 4 2013 1
"3585" "Amazon Silk" "tablet" 255 4 5 2013 1
"3586" "Android Webview" "tablet" 39 0 0 2013 1
"3587" "BlackBerry" "mobile" 35 0 0 2013 1
"3588" "Samsung Internet" "tablet" 26 0 0 2013 1
"3589" "Firefox" "mobile" 13 0 0 2013 1
"3590" "error" "desktop" 6 0 0 2013 1
"3591" "Mozilla" "desktop" 3 0 0 2013 1
"3592" "Android Browser" "tablet" 2 0 0 2013 1
"3593" "osee2unifiedRelease" "mobile" 1 0 0 2013 1
"3594" "Android Browser" "mobile" 0 0 0 2013 1
"3595" "Safari" "tablet" 18983 403 685 2013 1
"3596" "Safari (in-app)" "mobile" 5229 22 34 2013 1
"3597" "Firefox" "desktop" 1708 113 187 2013 1
"3598" "Chrome" "tablet" 231 3 16 2013 1
"3599" "Internet Explorer" "tablet" 42 5 1 2013 1
"3600" "Android Webview" "tablet" 36 0 0 2013 1
"3601" "Samsung Internet" "tablet" 28 0 0 2013 1
"3602" "Android Browser" "tablet" 17 0 0 2013 1
"3603" "error" "desktop" 10 0 0 2013 1
"3604" "BlackBerry" "mobile" 4 0 0 2013 1
"3605" "Opera" "tablet" 4 0 0 2013 1
"3606" "Firefox" "tablet" 3 0 0 2013 1
"3607" "UC Browser" "mobile" 2 0 0 2013 1
"3608" "Coc Coc" "desktop" 1 0 0 2013 1
"3609" "osee2unifiedRelease" "mobile" 0 0 0 2013 1
"3610" "Safari" "desktop" 8434 389 635 2013 1
"3611" "Safari" "mobile" 4065 48 74 2013 1
"3612" "Safari (in-app)" "mobile" 3727 27 32 2013 1
"3613" "Firefox" "desktop" 2737 109 184 2013 1
"3614" "Chrome" "mobile" 753 6 8 2013 1
"3615" "Android Webview" "mobile" 526 4 8 2013 1
"3616" "Samsung Internet" "mobile" 239 0 0 2013 1
"3617" "Amazon Silk" "tablet" 122 7 11 2013 1
"3618" "Android Browser" "tablet" 13 0 0 2013 1
"3619" "error" "desktop" 6 0 0 2013 1
"3620" "Internet Explorer" "mobile" 5 0 0 2013 1
"3621" "Edge" "tablet" 4 0 0 2013 1
"3622" "BlackBerry" "tablet" 3 0 0 2013 1
"3623" "osee2unifiedRelease" "mobile" 1 0 0 2013 1
"3624" "Opera" "desktop" 0 0 0 2013 1
"3625" "Opera" "tablet" 0 0 0 2013 1
"3626" "Chrome" "desktop" 10442 427 645 2013 1
"3627" "Safari" "tablet" 6818 159 240 2013 1
"3628" "Safari" "desktop" 4918 182 425 2013 1
"3629" "Chrome" "mobile" 2018 9 19 2013 1
"3630" "Chrome" "tablet" 481 12 19 2013 1
"3631" "Edge" "desktop" 402 6 7 2013 1
"3632" "Safari (in-app)" "tablet" 307 0 0 2013 1
"3633" "Android Webview" "mobile" 296 0 0 2013 1
"3634" "Internet Explorer" "tablet" 163 13 20 2013 1
"3635" "Samsung Internet" "tablet" 21 0 0 2013 1
"3636" "Edge" "mobile" 9 0 0 2013 1
"3637" "error" "desktop" 9 0 0 2013 1
"3638" "Opera" "desktop" 9 0 0 2013 1
"3639" "Internet Explorer" "mobile" 7 0 0 2013 1
"3640" "Android Browser" "mobile" 6 0 0 2013 1
"3641" "Opera" "mobile" 5 0 0 2013 1
"3642" "SeaMonkey" "desktop" 4 0 0 2013 1
"3643" "Android Browser" "tablet" 3 0 0 2013 1
"3644" "Edge" "tablet" 2 0 0 2013 1
"3645" "Samsung Internet" "desktop" 2 0 0 2013 1
"3646" "YaBrowser" "desktop" 2 0 0 2013 1
"3647" "Internet Explorer" "desktop" 4288 149 83 2013 1
"3648" "Chrome" "desktop" 3737 61 139 2013 1
"3649" "Chrome" "mobile" 2590 16 85 2013 1
"3650" "Firefox" "desktop" 1333 105 146 2013 1
"3651" "Safari (in-app)" "mobile" 651 5 5 2013 1
"3652" "Android Webview" "mobile" 407 0 0 2013 1
"3653" "Samsung Internet" "mobile" 257 0 0 2013 1
"3654" "Internet Explorer" "tablet" 250 6 8 2013 1
"3655" "Amazon Silk" "mobile" 14 0 0 2013 1
"3656" "Android Webview" "tablet" 11 0 0 2013 1
"3657" "error" "desktop" 6 0 0 2013 1
"3658" "Android Browser" "mobile" 4 0 0 2013 1
"3659" "Opera" "mobile" 4 0 0 2013 1
"3660" "YaBrowser" "desktop" 4 3 1 2013 1
"3661" "UC Browser" "mobile" 3 0 0 2013 1
"3662" "Edge" "mobile" 2 0 0 2013 1
"3663" "MRCHROME" "desktop" 1 0 0 2013 1
"3664" "Opera" "tablet" 0 0 0 2013 1
"3665" "Opera Mini" "mobile" 0 0 0 2013 1
"3666" "SeaMonkey" "desktop" 0 0 0 2013 1
"3667" "YaBrowser" "tablet" 0 0 0 2013 1
"3668" "Safari" "tablet" 7231 64 126 2013 1
"3669" "Safari" "mobile" 4187 56 99 2013 1
"3670" "Chrome" "desktop" 3875 143 190 2013 1
"3671" "Safari" "desktop" 1767 74 144 2013 1
"3672" "Firefox" "desktop" 971 38 81 2013 1
"3673" "Chrome" "mobile" 841 7 4 2013 1
"3674" "Internet Explorer" "desktop" 837 16 0 2013 1
"3675" "Safari (in-app)" "mobile" 829 2 4 2013 1
"3676" "Android Webview" "mobile" 329 3 4 2013 1
"3677" "Edge" "desktop" 302 3 13 2013 1
"3678" "Android Browser" "tablet" 62 0 0 2013 1
"3679" "Android Browser" "mobile" 37 0 0 2013 1
"3680" "Firefox" "mobile" 25 0 0 2013 1
"3681" "Opera" "desktop" 12 0 1 2013 1
"3682" "Internet Explorer" "tablet" 8 0 0 2013 1
"3683" "BlackBerry" "mobile" 6 0 0 2013 1
"3684" "osee2unifiedRelease" "mobile" 5 0 0 2013 1
"3685" "error" "desktop" 4 0 0 2013 1
"3686" "Opera" "mobile" 2 0 0 2013 1
"3687" "Opera Mini" "mobile" 2 0 0 2013 1
"3688" "Amazon Silk" "mobile" 1 0 0 2013 1
"3689" "Safari" "mobile" 13567 385 604 2013 1
"3690" "Internet Explorer" "desktop" 4297 64 72 2013 1
"3691" "Firefox" "desktop" 2173 55 114 2013 1
"3692" "Safari (in-app)" "mobile" 937 3 6 2013 1
"3693" "Edge" "desktop" 375 12 25 2013 1
"3694" "Samsung Internet" "mobile" 268 4 14 2013 1
"3695" "Android Webview" "mobile" 199 0 0 2013 1
"3696" "Internet Explorer" "tablet" 180 5 0 2013 1
"3697" "Samsung Internet" "tablet" 44 5 6 2013 1
"3698" "Firefox" "mobile" 43 0 0 2013 1
"3699" "Opera" "desktop" 23 0 0 2013 1
"3700" "YaBrowser" "desktop" 12 0 0 2013 1
"3701" "Android Browser" "tablet" 10 0 0 2013 1
"3702" "SeaMonkey" "desktop" 5 0 0 2013 1
"3703" "Coc Coc" "desktop" 1 0 0 2013 1
"3704" "Samsung Internet" "desktop" 1 0 0 2013 1
"3705" "error" "desktop" 0 0 0 2013 1
"3706" "Opera Mini" "mobile" 0 0 0 2013 1
"3707" "Playstation 3" "desktop" 0 0 0 2013 1
"3708" "Safari" "mobile" 18874 209 340 2013 1
"3709" "Safari" "tablet" 10266 150 229 2013 1
"3710" "Safari" "desktop" 2386 107 184 2013 1
"3711" "Firefox" "desktop" 1557 36 52 2013 1
"3712" "Internet Explorer" "desktop" 1374 36 52 2013 1
"3713" "Safari (in-app)" "tablet" 1329 5 30 2013 1
"3714" "Safari (in-app)" "mobile" 1186 1 2 2013 1
"3715" "Android Webview" "mobile" 181 0 0 2013 1
"3716" "Amazon Silk" "tablet" 138 2 1 2013 1
"3717" "Android Webview" "tablet" 27 0 0 2013 1
"3718" "Android Browser" "tablet" 18 0 2 2013 1
"3719" "Samsung Internet" "tablet" 17 1 1 2013 1
"3720" "Internet Explorer" "mobile" 10 0 0 2013 1
"3721" "error" "desktop" 9 0 0 2013 1
"3722" "Opera" "mobile" 8 0 0 2013 1
"3723" "Opera" "desktop" 6 0 0 2013 1
"3724" "BlackBerry" "mobile" 2 0 0 2013 1
"3725" "Puffin" "desktop" 1 0 0 2013 1
"3726" "Safari" "tablet" 23118 820 1664 2013 1
"3727" "Safari" "mobile" 21469 287 517 2013 1
"3728" "Firefox" "desktop" 4221 231 465 2013 1
"3729" "Chrome" "desktop" 3999 45 136 2013 1
"3730" "Safari (in-app)" "mobile" 3282 5 13 2013 1
"3731" "Edge" "desktop" 1037 6 11 2013 1
"3732" "Chrome" "mobile" 846 3 5 2013 1
"3733" "Android Webview" "mobile" 770 1 0 2013 1
"3734" "Internet Explorer" "tablet" 277 8 5 2013 1
"3735" "Chrome" "tablet" 144 2 13 2013 1
"3736" "Android Webview" "tablet" 40 0 0 2013 1
"3737" "Samsung Internet" "tablet" 34 0 0 2013 1
"3738" "Firefox" "mobile" 19 0 0 2013 1
"3739" "Internet Explorer" "mobile" 18 0 0 2013 1
"3740" "Opera" "desktop" 8 0 0 2013 1
"3741" "error" "desktop" 7 0 0 2013 1
"3742" "SeaMonkey" "desktop" 5 0 0 2013 1
"3743" "Safari" "mobile" 40245 380 734 2013 1
"3744" "Chrome" "desktop" 5571 178 305 2013 1
"3745" "Chrome" "mobile" 3177 9 15 2013 1
"3746" "Internet Explorer" "desktop" 1578 40 6 2013 1
"3747" "Edge" "desktop" 1305 11 28 2013 1
"3748" "Android Webview" "mobile" 804 0 0 2013 1
"3749" "Internet Explorer" "mobile" 351 17 36 2013 1
"3750" "Safari (in-app)" "tablet" 242 3 3 2013 1
"3751" "Chrome" "tablet" 204 4 5 2013 1
"3752" "Internet Explorer" "tablet" 62 1 0 2013 1
"3753" "Amazon Silk" "tablet" 57 2 1 2013 1
"3754" "BlackBerry" "mobile" 43 0 0 2013 1
"3755" "Firefox" "mobile" 15 0 0 2013 1
"3756" "Edge" "mobile" 7 0 0 2013 1
"3757" "Samsung Internet" "tablet" 7 0 0 2013 1
"3758" "(not set)" "mobile" 3 0 0 2013 1
"3759" "error" "desktop" 1 0 0 2013 1
"3760" "Mozilla" "desktop" 1 0 0 2013 1
"3761" "UC Browser" "mobile" 1 0 0 2013 1
"3762" "DDG-Android-3.1.1" "desktop" 0 0 0 2013 1
"3763" "YaBrowser" "desktop" 0 0 0 2013 1
"3764" "Chrome" "desktop" 35364 1222 2472 2013 1
"3765" "Safari" "desktop" 9284 1105 1616 2013 1
"3766" "Safari" "tablet" 6548 105 188 2013 1
"3767" "Edge" "desktop" 1497 83 143 2013 1
"3768" "Internet Explorer" "desktop" 804 22 0 2013 1
"3769" "Firefox" "desktop" 769 38 54 2013 1
"3770" "Safari (in-app)" "mobile" 515 0 0 2013 1
"3771" "Android Webview" "mobile" 162 0 5 2013 1
"3772" "Amazon Silk" "tablet" 89 2 2 2013 1
"3773" "Android Webview" "tablet" 34 0 0 2013 1
"3774" "Opera" "desktop" 19 0 0 2013 1
"3775" "error" "desktop" 8 0 0 2013 1
"3776" "Opera Mini" "mobile" 6 0 0 2013 1
"3777" "Android Browser" "mobile" 5 0 0 2013 1
"3778" "Edge" "mobile" 4 0 0 2013 1
"3779" "Maxthon" "desktop" 1 0 0 2013 1
"3780" "Opera" "tablet" 1 0 0 2013 1
"3781" "Opera" "mobile" 0 0 0 2013 1
"3782" "osee2unifiedRelease" "mobile" 0 0 0 2013 1
"3783" "Safari" "desktop" 7409 358 772 2013 1
"3784" "Safari" "mobile" 6846 128 262 2013 1
"3785" "Chrome" "mobile" 4794 34 59 2013 1
"3786" "Safari" "tablet" 3040 74 155 2013 1
"3787" "Firefox" "desktop" 1925 52 81 2013 1
"3788" "Safari (in-app)" "tablet" 1214 5 9 2013 1
"3789" "Chrome" "tablet" 565 28 51 2013 1
"3790" "Internet Explorer" "desktop" 468 14 0 2013 1
"3791" "Edge" "desktop" 439 9 19 2013 1
"3792" "Android Webview" "mobile" 215 0 0 2013 1
"3793" "Opera" "desktop" 14 0 0 2013 1
"3794" "error" "desktop" 7 0 0 2013 1
"3795" "BlackBerry" "mobile" 5 0 0 2013 1
"3796" "SeaMonkey" "desktop" 4 0 0 2013 1
"3797" "Android Browser" "tablet" 1 0 0 2013 1
"3798" "(not set)" "mobile" 0 0 0 2013 1
"3799" "Mozilla" "desktop" 0 0 0 2013 1
"3800" "Safari" "mobile" 19005 306 560 2013 1
"3801" "Chrome" "desktop" 12652 373 639 2013 1
"3802" "Safari" "desktop" 4716 213 463 2013 1
"3803" "Safari" "tablet" 3001 87 158 2013 1
"3804" "Chrome" "mobile" 2413 34 50 2013 1
"3805" "Chrome" "tablet" 902 12 15 2013 1
"3806" "Edge" "desktop" 734 15 16 2013 1
"3807" "Samsung Internet" "mobile" 197 0 0 2013 1
"3808" "Amazon Silk" "tablet" 181 10 16 2013 1
"3809" "Samsung Internet" "tablet" 50 1 0 2013 1
"3810" "Android Webview" "tablet" 29 0 0 2013 1
"3811" "Opera" "desktop" 22 0 0 2013 1
"3812" "Internet Explorer" "mobile" 17 0 0 2013 1
"3813" "Firefox" "mobile" 8 0 0 2013 1
"3814" "Edge" "tablet" 3 0 0 2013 1
"3815" "Amazon Silk" "mobile" 2 0 0 2013 1
"3816" "error" "desktop" 2 0 0 2013 1
"3817" "Opera" "mobile" 2 0 0 2013 1
"3818" "SeaMonkey" "desktop" 2 0 0 2013 1
"3819" "Coc Coc" "desktop" 0 0 0 2013 1
"3820" "Mozilla" "desktop" 0 0 0 2013 1
"3821" "Safari" "tablet" 5348 68 95 2013 1
"3822" "Chrome" "desktop" 4799 197 321 2013 1
"3823" "Safari" "desktop" 3851 129 265 2013 1
"3824" "Safari (in-app)" "tablet" 2485 13 40 2013 1
"3825" "Safari (in-app)" "mobile" 1463 9 38 2013 1
"3826" "Chrome" "mobile" 803 3 7 2013 1
"3827" "Edge" "desktop" 540 11 20 2013 1
"3828" "Samsung Internet" "mobile" 181 0 3 2013 1
"3829" "Internet Explorer" "tablet" 118 7 0 2013 1
"3830" "Firefox" "mobile" 14 0 0 2013 1
"3831" "Android Browser" "mobile" 7 0 0 2013 1
"3832" "Internet Explorer" "mobile" 6 0 0 2013 1
"3833" "SeaMonkey" "desktop" 6 0 0 2013 1
"3834" "error" "desktop" 5 0 0 2013 1
"3835" "Firefox" "tablet" 3 0 0 2013 1
"3836" "UC Browser" "mobile" 3 0 0 2013 1
"3837" "Opera" "desktop" 2 0 0 2013 1
"3838" "Android Webview" "desktop" 1 0 0 2013 1
"3839" "BrowserNG" "mobile" 1 0 0 2013 1
"3840" "Nokia Browser" "mobile" 1 0 0 2013 1
"3841" "Opera" "tablet" 1 0 0 2013 1
"3842" "Android Browser" "tablet" 0 0 0 2013 1
"3843" "Iron" "tablet" 0 0 0 2013 1
"3844" "Mozilla" "desktop" 0 0 0 2013 1
"3845" "Opera" "mobile" 0 0 0 2013 1
"3846" "turnaround" "desktop" 0 0 0 2013 1
"3847" "Safari" "mobile" 7588 108 199 2013 1
"3848" "Safari" "tablet" 4032 155 324 2013 1
"3849" "Chrome" "desktop" 3327 124 255 2013 1
"3850" "Chrome" "mobile" 3172 24 62 2013 1
"3851" "Internet Explorer" "desktop" 1285 51 3 2013 1
"3852" "Chrome" "tablet" 330 4 8 2013 1
"3853" "Internet Explorer" "tablet" 246 20 11 2013 1
"3854" "Amazon Silk" "tablet" 35 1 1 2013 1
"3855" "Samsung Internet" "tablet" 30 0 0 2013 1
"3856" "Opera" "desktop" 13 4 1 2013 1
"3857" "Android Webview" "tablet" 9 0 0 2013 1
"3858" "UC Browser" "mobile" 5 0 0 2013 1
"3859" "Edge" "mobile" 4 0 0 2013 1
"3860" "error" "desktop" 3 0 0 2013 1
"3861" "Android Browser" "mobile" 1 0 0 2013 1
"3862" "Mozilla" "desktop" 1 0 0 2013 1
"3863" "YaBrowser" "desktop" 1 0 0 2013 1
"3864" "BlackBerry" "mobile" 0 0 0 2013 1
"3865" "Safari" "desktop" 9194 347 707 2013 1
"3866" "Chrome" "desktop" 7967 351 1035 2013 1
"3867" "Firefox" "desktop" 5623 43 84 2013 1
"3868" "Safari (in-app)" "mobile" 1297 6 5 2013 1
"3869" "Chrome" "mobile" 1206 9 9 2013 1
"3870" "Edge" "desktop" 725 11 20 2013 1
"3871" "Safari (in-app)" "tablet" 713 7 15 2013 1
"3872" "Amazon Silk" "tablet" 91 0 0 2013 1
"3873" "Android Webview" "tablet" 81 0 0 2013 1
"3874" "Firefox" "mobile" 31 0 0 2013 1
"3875" "BlackBerry" "mobile" 9 0 0 2013 1
"3876" "error" "desktop" 6 0 0 2013 1
"3877" "Opera" "mobile" 6 0 0 2013 1
"3878" "Internet Explorer" "mobile" 5 0 0 2013 1
"3879" "Amazon Silk" "mobile" 2 0 0 2013 1
"3880" "Opera Mini" "mobile" 2 0 0 2013 1
"3881" "YaBrowser" "mobile" 2 0 0 2013 1
"3882" "Iron" "tablet" 1 0 0 2013 1
"3883" "UC Browser" "mobile" 1 0 0 2013 1
"3884" "Edge" "mobile" 0 0 0 2013 1
"3885" "YaBrowser" "desktop" 0 0 0 2013 1
"3886" "Chrome" "desktop" 18561 661 1331 2013 1
"3887" "Safari" "tablet" 9525 165 260 2013 1
"3888" "Safari" "mobile" 9059 162 245 2013 1
"3889" "Internet Explorer" "desktop" 1734 44 59 2013 1
"3890" "Firefox" "desktop" 1586 31 58 2013 1
"3891" "Edge" "desktop" 1188 37 59 2013 1
"3892" "Samsung Internet" "mobile" 306 2 9 2013 1
"3893" "Chrome" "tablet" 247 9 15 2013 1
"3894" "Internet Explorer" "tablet" 244 2 3 2013 1
"3895" "Amazon Silk" "tablet" 101 0 0 2013 1
"3896" "Samsung Internet" "tablet" 64 1 0 2013 1
"3897" "Firefox" "mobile" 26 0 0 2013 1
"3898" "Edge" "mobile" 10 0 0 2013 1
"3899" "Android Browser" "tablet" 5 0 0 2013 1
"3900" "error" "desktop" 4 0 0 2013 1
"3901" "Internet Explorer" "mobile" 4 0 0 2013 1
"3902" "Edge" "tablet" 3 1 3 2013 1
"3903" "Samsung Internet" "desktop" 3 0 0 2013 1
"3904" "Opera" "mobile" 2 0 0 2013 1
"3905" "YaBrowser" "desktop" 2 0 0 2013 1
"3906" "BrowserNG" "mobile" 1 0 0 2013 1
"3907" "YelpWebView" "mobile" 1 0 0 2013 1
"3908" "Internet Explorer" "desktop" 4618 175 206 2013 1
"3909" "Safari" "mobile" 3310 36 85 2013 1
"3910" "Firefox" "desktop" 1887 39 70 2013 1
"3911" "Chrome" "mobile" 1558 18 27 2013 1
"3912" "Safari (in-app)" "mobile" 1157 6 6 2013 1
"3913" "Edge" "desktop" 504 4 18 2013 1
"3914" "Safari (in-app)" "tablet" 495 0 0 2013 1
"3915" "Android Webview" "mobile" 316 0 0 2013 1
"3916" "Internet Explorer" "tablet" 178 5 1 2013 1
"3917" "Samsung Internet" "mobile" 159 3 13 2013 1
"3918" "Amazon Silk" "tablet" 86 0 3 2013 1
"3919" "Opera" "desktop" 24 0 0 2013 1
"3920" "Android Browser" "mobile" 14 0 0 2013 1
"3921" "Android Webview" "tablet" 7 0 0 2013 1
"3922" "error" "desktop" 6 0 0 2013 1
"3923" "Internet Explorer" "mobile" 4 0 0 2013 1
"3924" "Opera Mini" "mobile" 3 0 0 2013 1
"3925" "Mozilla Compatible Agent" "desktop" 2 0 0 2013 1
"3926" "SeaMonkey" "desktop" 2 0 0 2013 1
"3927" "Maxthon" "desktop" 1 0 0 2013 1
"3928" "Apple-iPhone7C2" "desktop" 0 0 0 2013 1
"3929" "Safari" "desktop" 7145 147 338 2013 1
"3930" "Safari" "tablet" 4087 125 240 2013 1
"3931" "Internet Explorer" "desktop" 2277 155 0 2013 1
"3932" "Edge" "desktop" 2049 44 100 2013 1
"3933" "Firefox" "desktop" 1863 41 125 2013 1
"3934" "Chrome" "mobile" 1082 4 3 2013 1
"3935" "Chrome" "tablet" 208 2 6 2013 1
"3936" "Amazon Silk" "tablet" 90 0 0 2013 1
"3937" "Samsung Internet" "tablet" 66 0 0 2013 1
"3938" "Android Webview" "tablet" 13 0 0 2013 1
"3939" "error" "desktop" 7 0 0 2013 1
"3940" "Opera" "desktop" 7 0 0 2013 1
"3941" "YaBrowser" "mobile" 5 0 0 2013 1
"3942" "YaBrowser" "desktop" 3 0 0 2013 1
"3943" "Edge" "tablet" 1 0 0 2013 1
"3944" "Opera Mini" "mobile" 1 0 0 2013 1
"3945" "Puffin" "desktop" 1 0 0 2013 1
"3946" "Samsung Internet" "desktop" 1 0 0 2013 1
"3947" "(not set)" "tablet" 0 0 0 2013 1
"3948" "IE with Chrome Frame" "desktop" 0 0 0 2013 1
"3949" "Opera" "mobile" 0 0 0 2013 1
"3950" "Safari" "tablet" 10340 121 247 2013 1
"3951" "Safari" "mobile" 4164 81 123 2013 1
"3952" "Firefox" "desktop" 2182 136 323 2013 1
"3953" "Internet Explorer" "desktop" 784 0 0 2013 1
"3954" "Chrome" "mobile" 703 4 4 2013 1
"3955" "Edge" "desktop" 656 6 17 2013 1
"3956" "Safari (in-app)" "tablet" 237 1 0 2013 1
"3957" "Chrome" "tablet" 224 9 12 2013 1
"3958" "Internet Explorer" "tablet" 157 10 10 2013 1
"3959" "Amazon Silk" "tablet" 139 5 6 2013 1
"3960" "Android Webview" "mobile" 132 0 0 2013 1
"3961" "Opera" "desktop" 55 1 5 2013 1
"3962" "Firefox" "mobile" 39 0 0 2013 1
"3963" "Android Webview" "tablet" 31 0 0 2013 1
"3964" "Samsung Internet" "tablet" 26 0 0 2013 1
"3965" "Android Browser" "mobile" 5 0 0 2013 1
"3966" "error" "desktop" 3 0 0 2013 1
"3967" "Mozilla Compatible Agent" "desktop" 2 0 0 2013 1
